Payment Mode,Quarter,State,Total Amount,Total Transactions count,Year
Recharge & bill payments,3,gujarat,28649040040.50214,38383683.0,2022
Financial Services,3,gujarat,162173602.8459629,152053.0,2022
Others,3,gujarat,269479241.0969004,404941.0,2022
Merchant payments,4,gujarat,125585214989.03001,186533503.0,2022
Peer-to-peer payments,4,gujarat,411053364214.2685,114868478.0,2022
Recharge & bill payments,4,gujarat,30789927498.95329,39167297.0,2022
Financial Services,4,gujarat,194314203.0080444,179101.0,2022
Others,4,gujarat,295484431.27800745,407639.0,2022
Recharge & bill payments,1,haryana,535578755.0794511,2368002.0,2018
Peer-to-peer payments,1,haryana,5814807510.68666,1607193.0,2018
Merchant payments,1,haryana,173513595.3537558,167816.0,2018
Financial Services,1,haryana,27501068.014126312,128636.0,2018
Others,1,haryana,242110585.52640373,209123.0,2018
Recharge & bill payments,2,haryana,984897276.6519809,3054284.0,2018
Peer-to-peer payments,2,haryana,9745924809.851494,2388953.0,2018
Merchant payments,2,haryana,334118261.4534411,369916.0,2018
Financial Services,2,haryana,38145882.441803865,167570.0,2018
Others,2,haryana,217328211.71769938,170208.0,2018
Peer-to-peer payments,3,haryana,14429454356.345781,3753981.0,2018
Recharge & bill payments,3,haryana,1310467515.0605881,3203386.0,2018
Merchant payments,3,haryana,427387637.93353707,1003057.0,2018
Financial Services,3,haryana,17323790.814170152,100452.0,2018
Others,3,haryana,190505707.4736181,201148.0,2018
Peer-to-peer payments,4,haryana,22416919746.938683,5905032.0,2018
Recharge & bill payments,4,haryana,1671040703.731761,4116262.0,2018
Merchant payments,4,haryana,1013407379.896309,2413446.0,2018
Financial Services,4,haryana,22252543.62175617,120711.0,2018
Others,4,haryana,267255642.2674202,394732.0,2018
Peer-to-peer payments,1,haryana,30283578836.61907,12622225.0,2019
Recharge & bill payments,1,haryana,2202061874.5361753,5576577.0,2019
Merchant payments,1,haryana,1292375556.3150861,3361995.0,2019
Financial Services,1,haryana,15201736.002431491,101786.0,2019
Others,1,haryana,258437718.15887582,473192.0,2019
Peer-to-peer payments,2,haryana,37056084813.57578,10387562.0,2019
Recharge & bill payments,2,haryana,2838724048.08961,5902923.0,2019
Merchant payments,2,haryana,2292901816.143204,5738283.0,2019
Financial Services,2,haryana,12080285.227121709,57488.0,2019
Others,2,haryana,301748850.18049383,655560.0,2019
Peer-to-peer payments,3,haryana,43738290119.9285,11775288.0,2019
Merchant payments,3,haryana,3615636827.8118157,9386779.0,2019
Recharge & bill payments,3,haryana,4817098564.823641,8289987.0,2019
Financial Services,3,haryana,16715100.88021799,61503.0,2019
Others,3,haryana,301378585.9978597,829974.0,2019
Peer-to-peer payments,4,haryana,58242027266.14443,15729819.0,2019
Merchant payments,4,haryana,5253780278.236425,11615667.0,2019
Recharge & bill payments,4,haryana,5637358525.756194,9648003.0,2019
Financial Services,4,haryana,13756049.144287622,41688.0,2019
Others,4,haryana,212797749.81994918,790808.0,2019
Peer-to-peer payments,1,haryana,68367245528.07149,17728235.0,2020
Merchant payments,1,haryana,7075196609.224877,14327020.0,2020
Recharge & bill payments,1,haryana,6331682016.516322,11346112.0,2020
Financial Services,1,haryana,25266730.1883267,34488.0,2020
Others,1,haryana,176823674.24305552,600232.0,2020
Peer-to-peer payments,2,haryana,66645492690.67839,17334369.0,2020
Recharge & bill payments,2,haryana,6547618491.532405,12740328.0,2020
Merchant payments,2,haryana,7393393677.758501,11527654.0,2020
Financial Services,2,haryana,49209527.29146182,48759.0,2020
Others,2,haryana,75550536.67993587,129940.0,2020
Peer-to-peer payments,3,haryana,88796356487.11024,24123449.0,2020
Merchant payments,3,haryana,12141560866.98217,20845136.0,2020
Recharge & bill payments,3,haryana,8452802892.504496,12716319.0,2020
Financial Services,3,haryana,80854296.9304013,66457.0,2020
Others,3,haryana,96375902.20346308,186818.0,2020
Merchant payments,4,haryana,21382305452.06797,34063692.0,2020
Peer-to-peer payments,4,haryana,128613933346.855,33920789.0,2020
Recharge & bill payments,4,haryana,9675471300.731653,14682896.0,2020
Financial Services,4,haryana,103265693.75364481,84881.0,2020
Others,4,haryana,223528573.1334415,419181.0,2020
Merchant payments,1,haryana,23389100227.155342,39363588.0,2021
Peer-to-peer payments,1,haryana,135970636784.61829,36764622.0,2021
Recharge & bill payments,1,haryana,9260346909.440674,13680353.0,2021
Financial Services,1,haryana,99672809.9922822,79784.0,2021
Others,1,haryana,218544351.2217209,364437.0,2021
Merchant payments,2,haryana,29119078263.95798,45335533.0,2021
Peer-to-peer payments,2,haryana,161073685336.6668,44086559.0,2021
Recharge & bill payments,2,haryana,9839496894.971409,15861047.0,2021
Financial Services,2,haryana,97238136.0951769,85821.0,2021
Others,2,haryana,227855606.99266592,311896.0,2021
Merchant payments,3,haryana,40190922826.606285,66885213.0,2021
Peer-to-peer payments,3,haryana,188548678300.52472,55929958.0,2021
Recharge & bill payments,3,haryana,11681457468.964508,17087955.0,2021
Financial Services,3,haryana,116592181.4699727,77496.0,2021
Others,3,haryana,289441481.64370304,479071.0,2021
Merchant payments,4,haryana,56325102920.50671,84993587.0,2021
Peer-to-peer payments,4,haryana,238638993818.0959,66548306.0,2021
Recharge & bill payments,4,haryana,13817258646.066359,17632752.0,2021
Financial Services,4,haryana,151421306.61683062,105050.0,2021
Others,4,haryana,307822609.1747935,407280.0,2021
Merchant payments,1,haryana,62565728158.2885,98346418.0,2022
Peer-to-peer payments,1,haryana,263547240999.6833,74499889.0,2022
Recharge & bill payments,1,haryana,14765350795.965681,18494827.0,2022
Financial Services,1,haryana,146586164.62792292,107240.0,2022
Others,1,haryana,279136534.2116163,540235.0,2022
Merchant payments,2,haryana,76926347115.76375,130033573.0,2022
Peer-to-peer payments,2,haryana,300504797205.2718,84219451.0,2022
Recharge & bill payments,2,haryana,17457331653.44523,20011709.0,2022
Financial Services,2,haryana,120610061.52845359,89805.0,2022
Others,2,haryana,224949213.49711913,345424.0,2022
Merchant payments,3,haryana,87063736519.87311,151278013.0,2022
Peer-to-peer payments,3,haryana,319374569105.9015,95071203.0,2022
Recharge & bill payments,3,haryana,21247984018.68209,22592966.0,2022
Financial Services,3,haryana,144937203.2864578,111032.0,2022
Others,3,haryana,223267730.28329998,308596.0,2022
Merchant payments,4,haryana,102918159834.12408,169685872.0,2022
Peer-to-peer payments,4,haryana,364514204185.1917,102993798.0,2022
Recharge & bill payments,4,haryana,22666085169.84729,23545059.0,2022
Financial Services,4,haryana,152488074.9943577,118488.0,2022
Others,4,haryana,239722615.94605044,305148.0,2022
Recharge & bill payments,1,himachal-pradesh,49871175.826074265,284371.0,2018
Peer-to-peer payments,1,himachal-pradesh,546222027.4835303,154572.0,2018
Merchant payments,1,himachal-pradesh,13851230.834952451,13241.0,2018
Financial Services,1,himachal-pradesh,2040522.724771278,8955.0,2018
Others,1,himachal-pradesh,16752849.50300953,20779.0,2018
Recharge & bill payments,2,himachal-pradesh,83714322.414042,385642.0,2018
Peer-to-peer payments,2,himachal-pradesh,1043702964.1513069,243436.0,2018
Merchant payments,2,himachal-pradesh,31961300.88276595,27851.0,2018
Financial Services,2,himachal-pradesh,4108919.3075577794,11330.0,2018
Others,2,himachal-pradesh,19681794.595446683,19436.0,2018
Recharge & bill payments,3,himachal-pradesh,108456077.51862909,457449.0,2018
Peer-to-peer payments,3,himachal-pradesh,1596570994.9854271,362755.0,2018
Merchant payments,3,himachal-pradesh,31168155.22193054,40675.0,2018
Financial Services,3,himachal-pradesh,1552275.0537747287,8182.0,2018
Others,3,himachal-pradesh,16293930.078267328,17693.0,2018
Recharge & bill payments,4,himachal-pradesh,143031082.44320172,598325.0,2018
Peer-to-peer payments,4,himachal-pradesh,2367228879.446262,590518.0,2018
Merchant payments,4,himachal-pradesh,87575811.80014335,86963.0,2018
Financial Services,4,himachal-pradesh,2283052.790977265,11834.0,2018
Others,4,himachal-pradesh,21180141.658664484,20243.0,2018
Peer-to-peer payments,1,himachal-pradesh,3066233587.9236503,1178280.0,2019
Recharge & bill payments,1,himachal-pradesh,209521987.03977022,844570.0,2019
Merchant payments,1,himachal-pradesh,86624660.31120431,115553.0,2019
Financial Services,1,himachal-pradesh,1424229.9989233727,9585.0,2019
Others,1,himachal-pradesh,17676977.71750367,20730.0,2019
Peer-to-peer payments,2,himachal-pradesh,4428007670.958708,1141873.0,2019
Recharge & bill payments,2,himachal-pradesh,279864579.9756226,1076793.0,2019
Merchant payments,2,himachal-pradesh,141088575.8726466,248517.0,2019
Financial Services,2,himachal-pradesh,1453651.5352588107,5013.0,2019
Others,2,himachal-pradesh,25469495.26836324,30110.0,2019
Recharge & bill payments,3,himachal-pradesh,327570066.9967147,1212659.0,2019
Peer-to-peer payments,3,himachal-pradesh,5039276845.295213,1181680.0,2019
Merchant payments,3,himachal-pradesh,182746198.1643005,312575.0,2019
Financial Services,3,himachal-pradesh,1775673.9713265826,3096.0,2019
Others,3,himachal-pradesh,20649996.69578039,25170.0,2019
Peer-to-peer payments,4,himachal-pradesh,6533855301.069828,1579582.0,2019
Recharge & bill payments,4,himachal-pradesh,402619114.99428564,1442940.0,2019
Merchant payments,4,himachal-pradesh,314965060.6352696,467309.0,2019
Financial Services,4,himachal-pradesh,1769641.9665086274,4576.0,2019
Others,4,himachal-pradesh,17954418.58229015,22239.0,2019
Recharge & bill payments,1,himachal-pradesh,542356756.9678606,1815157.0,2020
Peer-to-peer payments,1,himachal-pradesh,6431826925.118802,1594806.0,2020
Merchant payments,1,himachal-pradesh,427497010.1043982,711018.0,2020
Financial Services,1,himachal-pradesh,3172303.6900622216,4711.0,2020
Others,1,himachal-pradesh,14613755.24156387,18788.0,2020
Recharge & bill payments,2,himachal-pradesh,802231470.1628922,2558935.0,2020
Peer-to-peer payments,2,himachal-pradesh,6738488218.640328,1544488.0,2020
Merchant payments,2,himachal-pradesh,479165630.61021036,570031.0,2020
Financial Services,2,himachal-pradesh,7359757.737539303,7634.0,2020
Others,2,himachal-pradesh,9659685.392965626,14642.0,2020
Recharge & bill payments,3,himachal-pradesh,834567922.2742615,2416395.0,2020
Peer-to-peer payments,3,himachal-pradesh,8806586536.659174,1954492.0,2020
Merchant payments,3,himachal-pradesh,851539467.337558,1090445.0,2020
Financial Services,3,himachal-pradesh,11391079.28873657,9543.0,2020
Others,3,himachal-pradesh,11969008.52725204,19001.0,2020
Recharge & bill payments,4,himachal-pradesh,936305777.7250879,2638030.0,2020
Peer-to-peer payments,4,himachal-pradesh,11426268857.22963,2594659.0,2020
Merchant payments,4,himachal-pradesh,1589433440.268409,2001259.0,2020
Financial Services,4,himachal-pradesh,15534252.217986539,11353.0,2020
Others,4,himachal-pradesh,21510781.37178286,27027.0,2020
Peer-to-peer payments,1,himachal-pradesh,11358078843.5727,2845733.0,2021
Recharge & bill payments,1,himachal-pradesh,948929031.6443391,2547359.0,2021
Merchant payments,1,himachal-pradesh,1778219850.8347862,2186946.0,2021
Financial Services,1,himachal-pradesh,16554205.50442734,12561.0,2021
Others,1,himachal-pradesh,18764977.93127317,21430.0,2021
Peer-to-peer payments,2,himachal-pradesh,13035543546.66397,3340531.0,2021
Recharge & bill payments,2,himachal-pradesh,1045789841.9162079,3216602.0,2021
Merchant payments,2,himachal-pradesh,2378084375.199477,2883209.0,2021
Financial Services,2,himachal-pradesh,16428390.623736272,14642.0,2021
Others,2,himachal-pradesh,19788385.405835293,28918.0,2021
Peer-to-peer payments,3,himachal-pradesh,16560383923.20486,4455153.0,2021
Merchant payments,3,himachal-pradesh,3524434949.634083,4198808.0,2021
Recharge & bill payments,3,himachal-pradesh,1178802736.5280352,3359406.0,2021
Financial Services,3,himachal-pradesh,22805774.60035712,14497.0,2021
Others,3,himachal-pradesh,23834687.160697922,36303.0,2021
Merchant payments,4,himachal-pradesh,5228613146.743451,6062931.0,2021
Peer-to-peer payments,4,himachal-pradesh,19568394324.5848,5323397.0,2021
Recharge & bill payments,4,himachal-pradesh,1278824361.837138,3211367.0,2021
Financial Services,4,himachal-pradesh,24809740.714031782,18198.0,2021
Others,4,himachal-pradesh,35578926.74639452,50971.0,2021
Merchant payments,1,himachal-pradesh,5558905677.966259,7030946.0,2022
Peer-to-peer payments,1,himachal-pradesh,19473276901.33196,5718936.0,2022
Recharge & bill payments,1,himachal-pradesh,1429960686.766947,3271665.0,2022
Financial Services,1,himachal-pradesh,24442138.153999712,19314.0,2022
Others,1,himachal-pradesh,31862035.7136404,47319.0,2022
Merchant payments,2,himachal-pradesh,7697399368.08964,10591420.0,2022
Peer-to-peer payments,2,himachal-pradesh,24407668318.014187,7109948.0,2022
Recharge & bill payments,2,himachal-pradesh,1553155243.3951051,3520538.0,2022
Financial Services,2,himachal-pradesh,20627276.079190243,16901.0,2022
Others,2,himachal-pradesh,30257752.66416522,52564.0,2022
Merchant payments,3,himachal-pradesh,8511266152.669347,12686960.0,2022
Peer-to-peer payments,3,himachal-pradesh,27039659316.468132,8330778.0,2022
Recharge & bill payments,3,himachal-pradesh,1780405740.394115,4083168.0,2022
Financial Services,3,himachal-pradesh,22686931.87064045,21293.0,2022
Others,3,himachal-pradesh,26764547.13816883,42669.0,2022
Merchant payments,4,himachal-pradesh,10280295883.65635,15297492.0,2022
Peer-to-peer payments,4,himachal-pradesh,29629346091.977352,9284824.0,2022
Recharge & bill payments,4,himachal-pradesh,1810538524.3215191,3907023.0,2022
Financial Services,4,himachal-pradesh,31775337.43636562,24342.0,2022
Others,4,himachal-pradesh,27387394.98209099,41455.0,2022
Recharge & bill payments,1,jammu-&-kashmir,78812610.35129012,457813.0,2018
Peer-to-peer payments,1,jammu-&-kashmir,861670157.9310012,353621.0,2018
Financial Services,1,jammu-&-kashmir,10269382.6199755,65683.0,2018
Merchant payments,1,jammu-&-kashmir,30967525.638810232,28696.0,2018
Others,1,jammu-&-kashmir,23651562.71504996,35755.0,2018
Recharge & bill payments,2,jammu-&-kashmir,166762242.9171875,794502.0,2018
Peer-to-peer payments,2,jammu-&-kashmir,2372961687.553617,771844.0,2018
Financial Services,2,jammu-&-kashmir,15636116.81386063,112422.0,2018
Merchant payments,2,jammu-&-kashmir,64454257.5252622,79248.0,2018
Others,2,jammu-&-kashmir,31391931.69294626,38310.0,2018
Peer-to-peer payments,3,jammu-&-kashmir,3616022745.564584,1260453.0,2018
Recharge & bill payments,3,jammu-&-kashmir,203079955.34644002,822143.0,2018
Merchant payments,3,jammu-&-kashmir,82826475.18797052,140076.0,2018
Financial Services,3,jammu-&-kashmir,6397888.3546260595,44464.0,2018
Others,3,jammu-&-kashmir,26373935.004048537,36825.0,2018
Peer-to-peer payments,4,jammu-&-kashmir,5151829745.262983,1265457.0,2018
Recharge & bill payments,4,jammu-&-kashmir,254473764.0023316,970724.0,2018
Merchant payments,4,jammu-&-kashmir,215771001.5429565,402303.0,2018
Financial Services,4,jammu-&-kashmir,6072177.152358056,33775.0,2018
Others,4,jammu-&-kashmir,36573577.73688933,49051.0,2018
Peer-to-peer payments,1,jammu-&-kashmir,5414709531.836735,1913720.0,2019
Recharge & bill payments,1,jammu-&-kashmir,302663112.8884805,1131953.0,2019
Merchant payments,1,jammu-&-kashmir,199219534.93760532,452379.0,2019
Financial Services,1,jammu-&-kashmir,4593545.201922052,43247.0,2019
Others,1,jammu-&-kashmir,30649751.656273108,43688.0,2019
Peer-to-peer payments,2,jammu-&-kashmir,5666318253.462076,1180781.0,2019
Recharge & bill payments,2,jammu-&-kashmir,215937468.94414753,706569.0,2019
Merchant payments,2,jammu-&-kashmir,188931529.48823643,353678.0,2019
Financial Services,2,jammu-&-kashmir,2652961.353697454,22663.0,2019
Others,2,jammu-&-kashmir,26301988.315348372,32664.0,2019
Peer-to-peer payments,3,jammu-&-kashmir,3499425217.958209,618694.0,2019
Recharge & bill payments,3,jammu-&-kashmir,111964437.03321171,318061.0,2019
Merchant payments,3,jammu-&-kashmir,120736230.0888475,165115.0,2019
Financial Services,3,jammu-&-kashmir,658515.8825482852,2895.0,2019
Others,3,jammu-&-kashmir,11446090.81965122,11761.0,2019
Peer-to-peer payments,4,jammu-&-kashmir,1799955855.971491,310620.0,2019
Merchant payments,4,jammu-&-kashmir,77859073.82317376,91303.0,2019
Recharge & bill payments,4,jammu-&-kashmir,49065907.045780964,84803.0,2019
Financial Services,4,jammu-&-kashmir,213741.2862032762,197.0,2019
Others,4,jammu-&-kashmir,2601419.6959477984,3005.0,2019
Peer-to-peer payments,1,jammu-&-kashmir,2654638582.0865793,435154.0,2020
Recharge & bill payments,1,jammu-&-kashmir,144213068.7120203,341357.0,2020
Merchant payments,1,jammu-&-kashmir,131144418.9650335,135241.0,2020
Financial Services,1,jammu-&-kashmir,2116665.1182805505,2350.0,2020
Others,1,jammu-&-kashmir,5530441.652102945,7528.0,2020
Peer-to-peer payments,2,jammu-&-kashmir,7426818530.258213,1238380.0,2020
Recharge & bill payments,2,jammu-&-kashmir,413037418.32063264,1028741.0,2020
Merchant payments,2,jammu-&-kashmir,403026357.7674071,341375.0,2020
Financial Services,2,jammu-&-kashmir,10415041.341445921,9130.0,2020
Others,2,jammu-&-kashmir,12351591.570849748,17380.0,2020
Peer-to-peer payments,3,jammu-&-kashmir,10837119046.792648,1787154.0,2020
Recharge & bill payments,3,jammu-&-kashmir,443743222.50064695,1005745.0,2020
Merchant payments,3,jammu-&-kashmir,667957476.4350253,642688.0,2020
Financial Services,3,jammu-&-kashmir,13281733.802213531,10111.0,2020
Others,3,jammu-&-kashmir,15128281.341935562,20200.0,2020
Peer-to-peer payments,4,jammu-&-kashmir,13736841259.97928,2378539.0,2020
Recharge & bill payments,4,jammu-&-kashmir,536741118.3019938,1900075.0,2020
Merchant payments,4,jammu-&-kashmir,1045006123.459636,1377786.0,2020
Financial Services,4,jammu-&-kashmir,17966592.69746909,13578.0,2020
Others,4,jammu-&-kashmir,44350708.939814664,84466.0,2020
Peer-to-peer payments,1,jammu-&-kashmir,14801220301.14875,2800201.0,2021
Recharge & bill payments,1,jammu-&-kashmir,663747765.6760966,2554798.0,2021
Merchant payments,1,jammu-&-kashmir,1605408313.478133,1527253.0,2021
Financial Services,1,jammu-&-kashmir,20848657.8594191,17276.0,2021
Others,1,jammu-&-kashmir,47124854.98932911,98042.0,2021
Peer-to-peer payments,2,jammu-&-kashmir,19502438177.8094,3955437.0,2021
Recharge & bill payments,2,jammu-&-kashmir,892467613.5545957,3568970.0,2021
Merchant payments,2,jammu-&-kashmir,2343370985.582228,2378307.0,2021
Financial Services,2,jammu-&-kashmir,21897796.18705631,19432.0,2021
Others,2,jammu-&-kashmir,53580855.45836207,105673.0,2021
Peer-to-peer payments,3,jammu-&-kashmir,26562997915.198593,5621108.0,2021
Recharge & bill payments,3,jammu-&-kashmir,1126801385.0108972,4192099.0,2021
Merchant payments,3,jammu-&-kashmir,3818849262.990345,3197489.0,2021
Financial Services,3,jammu-&-kashmir,27585395.493344463,16071.0,2021
Others,3,jammu-&-kashmir,62209689.3389434,124274.0,2021
